CountryID,Country,IndicatorName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
12,Algeria,Gross Domestic Product (GDP),"161,207,306,305","200,019,103,013","209,059,083,118","209,755,003,251","213,809,979,480","165,979,118,154","160,034,208,045","170,096,987,241","174,910,894,611","179,387,530,004","158,974,998,819","186,231,676,364","225,638,456,572","247,626,160,409"
12,Algeria,"Agriculture, hunting, forestry, fishing (ISIC A-B)","13,648,522,725","16,222,244,032","18,335,919,885","20,663,212,742","21,993,348,927","19,218,248,623","19,556,329,745","19,996,432,166","20,769,268,927","21,874,053,465","20,629,826,462","20,923,938,129","23,947,410,815","32,406,301,101"
12,Algeria,"Mining, Manufacturing, Utilities (ISIC C-E)","65,349,335,626","81,951,905,204","81,845,206,004","73,050,980,697","68,992,160,166","40,827,722,517","37,317,707,045","43,495,006,669","49,334,505,385","42,366,988,217","29,703,259,737","42,161,905,027","70,069,134,489","61,733,560,916"
12,Algeria,Manufacturing (ISIC D),"6,729,456,789","7,321,936,163","7,534,709,160","7,776,085,063","8,340,052,419","7,335,318,165","7,057,380,824","7,347,077,916","7,425,054,210","9,912,724,872","11,562,122,834","15,251,548,231","23,048,512,808","23,017,840,702"
12,Algeria,Construction (ISIC F),"16,052,936,944","17,310,164,327","18,200,064,357","19,772,523,446","21,472,067,664","18,470,136,321","18,216,349,018","19,080,249,989","19,332,975,280","22,850,401,432","22,422,050,329","25,480,198,377","27,063,837,998","31,762,771,122"
12,Algeria,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","18,875,112,663","21,666,548,254","23,230,613,220","25,719,139,861","28,004,047,150","24,551,589,129","23,589,464,172","24,169,410,552","23,778,313,823","23,577,552,314","19,979,254,409","21,808,244,446","24,744,009,427","29,515,499,273"
12,Algeria,"Transport, storage and communication (ISIC I)","12,552,198,277","14,726,883,945","15,410,160,716","18,433,722,953","19,241,938,845","16,539,438,807","16,450,169,525","17,779,438,275","17,983,844,741","20,495,826,517","19,431,479,839","21,015,827,860","21,294,633,842","23,605,909,570"
12,Algeria,Other Activities (ISIC J-P),"31,840,177,138","44,545,528,163","46,037,514,690","44,372,659,943","46,593,585,680","39,440,710,881","38,846,318,268","39,077,334,565","37,450,492,194","40,327,524,894","40,815,746,180","47,475,865,002","50,501,118,085","59,835,199,377"
12,Algeria,Total Value Added,"158,318,283,375","196,423,273,925","203,059,478,872","202,012,239,642","206,297,148,432","159,047,846,278","153,976,337,773","163,597,872,215","168,649,400,350","171,492,346,839","152,981,616,955","178,865,978,841","217,620,144,657","238,859,241,359"
20,Andorra,Final consumption expenditure,"2,712,985,760","2,867,794,241","2,530,513,990","2,514,746,627","2,578,495,485","2,165,259,810","2,229,624,019","2,304,152,716","2,463,816,169","2,401,268,640","2,250,856,392","2,564,508,652","2,584,893,323","2,841,397,434"
20,Andorra,Household consumption expenditure (including Non-profit institutions serving households),"2,006,278,040","2,124,145,631","1,899,573,750","1,884,138,076","1,941,118,329","1,628,084,976","1,683,172,201","1,750,806,308","1,869,996,334","1,812,052,433","1,622,195,110","1,866,356,827","1,906,100,043","2,097,883,480"
20,Andorra,General government final consumption expenditure,"706,707,721","743,648,611","630,940,241","630,608,551","637,377,155","537,174,833","546,451,819","553,346,406","593,819,836","589,216,207","628,661,282","698,151,825","678,793,280","743,513,954"
20,Andorra,Gross capital formation,"772,743,976","751,723,996","592,912,138","556,064,905","593,750,433","540,495,654","552,126,560","587,001,360","666,411,592","659,705,116","596,315,895","727,233,299","765,878,640","795,038,346"
20,Andorra,Gross fixed capital formation (including Acquisitions less disposals of valuables),"754,644,699","731,161,986","596,614,914","562,005,728","589,883,420","510,518,447","526,943,606","567,216,094","633,188,710","640,654,060","596,006,113","671,562,202","690,042,883","746,032,577"
20,Andorra,Changes in inventories,"18,099,277","20,562,010","-3,702,776","-5,940,825","3,867,015","29,977,208","25,182,956","19,785,267","33,222,880","19,051,056","309,783","55,671,097","75,835,758","49,005,770"
20,Andorra,Exports of goods and services,"891,041,051","1,066,545,180","998,038,397","1,046,049,034","1,086,832,536","928,993,186","972,596,538","1,047,067,775","1,122,417,799","1,094,066,687","881,205,681","1,122,302,181","1,343,966,936","1,440,568,549"
20,Andorra,Imports of goods and services,"926,842,451","1,056,928,068","932,816,584","923,349,837","987,392,328","844,869,149","857,734,610","938,061,626","1,034,226,103","999,888,532","837,380,422","1,089,402,199","1,314,126,326","1,291,936,997"
20,Andorra,Gross Domestic Product (GDP),"3,449,928,336","3,629,135,349","3,188,647,941","3,193,510,729","3,271,686,127","2,789,879,501","2,896,612,509","3,000,160,225","3,218,419,456","3,155,151,912","2,890,997,547","3,324,641,933","3,380,612,573","3,785,067,332"
20,Andorra,"Agriculture, hunting, forestry, fishing (ISIC A-B)","16,094,200","17,803,108","19,169,047","18,699,902","17,589,350","14,323,811","15,120,297","16,787,062","17,584,413","16,489,860","16,173,497","17,681,968","16,480,211","18,111,250"
20,Andorra,"Mining, Manufacturing, Utilities (ISIC C-E)","156,023,595","164,000,168","148,367,396","160,675,720","161,001,010","135,072,099","142,502,707","147,039,302","158,342,381","158,148,164","145,333,033","152,881,012","122,132,581","176,203,536"
20,Andorra,Manufacturing (ISIC D),"127,640,001","132,848,209","118,740,169","122,572,014","120,295,746","103,395,506","108,365,815","112,471,058","116,194,114","115,910,391","107,937,532","135,104,426","120,879,453","128,595,278"
20,Andorra,Construction (ISIC F),"296,801,447","268,188,019","204,666,835","178,419,377","171,190,611","143,393,446","151,236,172","164,843,077","198,140,548","210,998,556","220,672,288","258,133,073","254,648,222","294,213,194"
20,Andorra,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","810,980,657","824,524,694","713,790,042","716,785,306","717,084,868","606,470,841","629,916,423","675,718,796","729,475,601","706,813,816","607,042,966","663,446,350","712,598,013","798,549,319"
20,Andorra,"Transport, storage and communication (ISIC I)","164,587,724","170,152,610","144,423,095","150,874,209","160,283,620","142,683,358","156,538,238","161,194,207","170,447,164","166,880,065","150,712,777","170,468,361","171,383,666","189,546,390"
20,Andorra,Other Activities (ISIC J-P),"1,680,571,247","1,813,369,706","1,591,467,728","1,623,969,612","1,682,519,673","1,445,572,141","1,475,827,943","1,499,287,664","1,599,367,165","1,573,294,251","1,549,706,438","1,805,247,760","1,759,388,384","1,976,024,040"
20,Andorra,Total Value Added,"3,125,058,870","3,258,038,304","2,821,884,143","2,849,424,128","2,909,669,133","2,487,515,696","2,571,141,780","2,664,870,110","2,873,357,271","2,832,624,712","2,689,640,999","3,067,858,523","3,036,631,077","3,452,647,728"
24,Angola,Final consumption expenditure,"44,279,724,474","58,374,657,169","68,191,066,483","80,897,795,071","90,986,183,937","80,379,085,113","70,692,107,694","85,631,194,035","67,740,443,698","48,664,733,551","36,174,177,917","40,806,418,983","76,153,189,018","61,710,410,233"
24,Angola,Household consumption expenditure (including Non-profit institutions serving households),"29,998,329,221","37,988,835,007","45,343,053,338","51,338,452,328","64,793,458,737","61,285,177,934","56,655,430,351","69,833,469,656","57,124,156,194","41,515,924,193","32,198,253,853","36,247,277,838","66,798,129,864","54,624,370,308"
24,Angola,General government final consumption expenditure,"14,281,395,253","20,385,822,162","22,848,013,145","29,559,342,743","26,192,725,200","19,093,907,179","14,036,677,343","15,797,724,379","10,616,287,504","7,148,809,358","3,975,924,064","4,559,141,145","9,355,059,155","7,086,039,925"
24,Angola,Gross capital formation,"23,629,198,410","29,539,717,864","34,148,611,669","35,740,025,131","40,071,521,219","39,741,119,659","27,520,555,499","29,468,859,054","18,111,232,242","14,725,391,892","7,252,582,064","7,161,363,590","11,254,340,712","8,777,723,604"
24,Angola,Gross fixed capital formation (including Acquisitions less disposals of valuables),"23,662,036,410","29,504,005,840","34,165,590,141","35,761,254,271","40,039,975,708","32,777,768,233","26,507,804,901","28,384,411,299","17,427,379,137","13,499,374,944","6,979,437,473","6,830,816,297","10,734,873,740","8,372,569,928"
24,Angola,Changes in inventories,"-32,838,000","35,712,024","-16,978,472","-21,229,139","31,545,511","6,963,351,426","1,012,750,598","1,084,447,755","683,853,105","1,226,016,948","273,144,591","330,547,293","519,466,972","405,153,675"
24,Angola,Exports of goods and services,"51,572,807,247","67,822,781,239","71,632,968,045","69,376,284,212","65,126,102,298","34,572,954,454","28,440,555,958","35,420,926,144","41,388,891,319","33,912,105,968","20,937,480,611","33,260,206,765","49,677,825,952","36,519,244,497"
24,Angola,Imports of goods and services,"35,682,251,201","43,947,410,303","45,919,732,759","49,304,212,516","50,471,632,126","38,499,511,713","25,529,389,142","28,397,120,606","25,887,355,607","14,165,487,832","9,543,159,893","11,322,275,844","17,222,153,533","14,237,184,184"
24,Angola,Gross Domestic Product (GDP),"83,799,478,930","111,789,745,968","128,052,913,438","136,709,891,897","145,712,175,328","116,193,648,767","101,123,827,421","122,123,857,987","101,353,211,188","83,136,742,483","54,821,079,797","69,905,714,080","113,303,684,437","90,552,164,127"
24,Angola,"Agriculture, hunting, forestry, fishing (ISIC A-B)","5,179,053,428","6,534,871,905","7,772,338,145","8,896,386,016","10,996,982,929","10,599,804,785","9,941,656,182","12,233,145,707","8,724,219,322","6,553,357,705","5,452,802,634","8,101,381,220","15,565,418,357","13,486,191,343"
24,Angola,"Mining, Manufacturing, Utilities (ISIC C-E)","36,316,686,666","53,613,639,880","59,303,857,467","56,732,261,739","49,037,665,138","33,750,693,972","29,198,797,015","34,825,687,198","37,725,359,560","32,495,088,994","20,529,607,859","29,112,064,600","44,276,974,569","36,094,592,009"
24,Angola,Manufacturing (ISIC D),"4,194,167,642","5,044,697,548","6,089,922,887","7,076,055,458","6,940,378,699","6,605,775,154","6,828,567,456","8,036,418,406","6,141,466,089","5,102,473,494","3,872,036,321","4,613,059,007","8,440,862,418","7,236,009,576"
24,Angola,Construction (ISIC F),"7,567,788,441","9,018,258,627","13,581,581,198","16,220,038,253","18,286,203,509","14,972,892,671","13,924,011,068","16,671,441,103","10,854,793,789","8,874,520,266","4,511,698,030","4,407,157,262","6,913,694,344","4,867,570,060"
24,Angola,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","14,108,387,098","17,900,424,420","20,943,602,495","25,065,993,847","22,578,722,589","18,295,878,414","16,585,000,245","21,873,520,809","17,140,958,981","14,220,499,014","11,367,107,987","14,884,037,904","25,293,612,132","19,839,860,563"
24,Angola,"Transport, storage and communication (ISIC I)","3,735,229,797","5,311,858,800","5,838,181,559","6,538,569,653","7,182,478,545","6,170,378,731","4,702,002,730","5,005,492,218","3,419,641,467","2,525,246,261","1,219,537,038","1,434,058,969","2,485,175,292","1,708,384,564"
24,Angola,Other Activities (ISIC J-P),"17,257,490,313","20,470,489,372","23,933,503,285","26,886,649,076","38,452,391,314","32,073,450,734","26,221,975,464","30,229,305,736","23,230,992,583","18,274,118,522","11,751,498,173","12,549,986,473","18,874,716,042","14,517,864,512"
24,Angola,Total Value Added,"84,164,635,743","112,849,543,004","131,373,064,148","140,339,898,585","146,534,444,022","115,863,099,308","100,573,442,705","120,838,592,772","101,095,965,701","82,942,830,762","54,832,251,721","70,488,686,429","113,409,590,735","90,514,463,051"
660,Anguilla,Final consumption expenditure,"261,496,964","294,661,381","284,358,346","272,560,846","297,647,241","315,366,116","317,313,563","222,929,219","356,050,559","414,261,854","259,221,783","304,976,923","388,864,214","432,279,812"
660,Anguilla,Household consumption expenditure (including Non-profit institutions serving households),"213,806,166","247,774,754","237,251,041","227,061,150","250,896,695","259,902,201","265,713,986","169,358,230","309,643,877","352,249,630","215,782,562","254,353,742","324,054,839","365,129,188"
660,Anguilla,General government final consumption expenditure,"47,690,798","46,886,628","47,107,304","45,499,696","46,750,546","55,463,914","51,599,577","53,570,989","46,406,682","62,012,224","43,439,221","50,623,180","64,809,376","67,150,624"
660,Anguilla,Gross capital formation,"64,486,457","45,383,677","51,365,560","55,808,214","77,985,817","83,222,781","66,273,332","60,926,110","145,619,272","74,017,389","69,545,009","82,076,288","109,323,912","122,050,597"
660,Anguilla,Gross fixed capital formation (including Acquisitions less disposals of valuables),"64,486,457","45,383,677","51,365,560","55,808,214","77,985,817","83,222,781","66,273,332","60,926,110","145,619,272","74,017,389","69,545,009","82,076,288","109,323,912","122,050,597"
660,Anguilla,Exports of goods and services,"127,188,400","138,144,258","140,043,576","149,564,375","195,316,212","207,626,549","207,046,359","281,255,414","218,682,550","270,169,596","192,632,510","231,573,241","303,550,179","305,469,529"
660,Anguilla,Imports of goods and services,"186,146,338","185,510,474","189,135,044","191,430,189","254,794,295","275,877,055","272,186,565","286,224,751","401,632,422","378,807,968","260,023,481","313,397,845","412,766,021","444,064,498"
660,Anguilla,Gross Domestic Product (GDP),"267,025,483","292,678,842","286,632,437","286,503,246","316,154,974","330,338,391","318,446,689","278,885,513","318,718,810","379,642,104","261,375,713","305,228,455","388,972,051","415,735,284"
660,Anguilla,"Agriculture, hunting, forestry, fishing (ISIC A-B)","4,843,310","6,905,931","6,886,992","5,620,962","6,196,087","6,714,180","9,019,321","6,195,007","4,079,929","9,129,727","2,270,845","2,296,255","4,227,702","5,315,534"
660,Anguilla,"Mining, Manufacturing, Utilities (ISIC C-E)","18,619,808","19,096,411","17,873,409","18,492,399","19,624,371","20,861,926","19,372,663","10,554,390","15,690,741","17,944,994","17,369,267","17,635,616","16,804,276","21,945,192"
660,Anguilla,Manufacturing (ISIC D),"6,425,459","5,225,698","5,666,330","5,725,049","6,479,366","7,145,746","6,117,439","5,715,923","6,083,261","6,377,713","6,683,400","7,786,170","7,836,534","8,906,054"
660,Anguilla,Construction (ISIC F),"17,133,644","12,740,784","14,540,387","16,003,137","21,781,029","24,086,909","18,874,905","18,178,439","45,437,828","26,469,445","20,167,019","24,996,731","51,427,813","41,868,960"
660,Anguilla,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","58,485,353","66,207,360","67,624,218","71,604,206","76,106,460","78,367,675","79,817,711","67,901,276","66,828,002","116,700,416","63,740,477","80,507,694","100,988,083","106,788,128"
660,Anguilla,"Transport, storage and communication (ISIC I)","20,877,398","20,743,376","19,464,036","22,989,217","26,675,111","28,745,360","29,513,882","22,424,782","25,040,100","30,773,674","16,343,088","21,488,856","33,584,221","31,504,024"
660,Anguilla,Other Activities (ISIC J-P),"109,680,959","111,742,795","114,701,175","110,121,618","120,773,087","124,366,696","116,897,642","107,421,443","116,550,093","124,175,090","101,759,844","105,430,869","124,993,002","145,411,720"
660,Anguilla,Total Value Added,"229,640,471","237,436,656","241,090,217","244,831,539","271,156,145","283,142,746","273,496,125","232,675,336","273,626,694","325,193,346","221,650,539","252,356,022","332,025,096","352,833,560"
28,Antigua and Barbuda,Final consumption expenditure,"1,079,433,355","1,132,991,012","1,210,173,096","1,208,778,757","1,205,477,814","1,171,600,265","1,161,259,433","1,116,189,147","1,122,934,921","1,083,671,726","846,892,270","1,022,949,562","1,234,598,596","1,355,391,468"
28,Antigua and Barbuda,Household consumption expenditure (including Non-profit institutions serving households),"854,494,136","909,025,159","979,037,771","983,349,123","979,638,647","941,674,452","931,258,660","878,627,699","872,874,637","828,698,650","640,733,886","783,783,909","941,375,008","1,032,476,438"
28,Antigua and Barbuda,General government final consumption expenditure,"224,939,219","223,965,852","231,135,324","225,429,635","225,839,168","229,925,813","230,000,774","237,561,448","250,060,284","254,973,076","206,158,385","239,165,653","293,223,587","322,915,031"
28,Antigua and Barbuda,Gross capital formation,"354,099,211","264,751,900","290,719,543","311,476,130","337,249,367","338,340,062","397,165,508","482,718,131","606,579,030","707,580,784","614,674,110","745,629,085","756,211,739","760,621,996"
28,Antigua and Barbuda,Gross fixed capital formation (including Acquisitions less disposals of valuables),"354,099,211","264,751,900","290,719,543","311,476,130","337,249,367","338,340,062","397,165,508","482,718,131","606,579,030","707,580,784","614,674,110","745,629,085","756,211,739","760,621,996"
28,Antigua and Barbuda,Exports of goods and services,"574,298,901","603,413,836","595,130,789","606,224,439","638,751,566","637,009,892","629,628,164","639,455,458","661,856,541","663,585,133","527,577,308","705,746,893","1,110,996,807","1,210,427,966"
28,Antigua and Barbuda,Imports of goods and services,"744,336,516","719,675,970","768,984,913","800,925,669","802,588,347","709,174,865","698,422,821","707,250,724","729,886,588","729,652,664","578,406,588","872,844,058","1,234,029,364","1,293,356,245"
28,Antigua and Barbuda,Gross Domestic Product (GDP),"1,263,494,951","1,281,481,481","1,327,037,037","1,325,555,556","1,378,888,889","1,437,777,778","1,489,629,630","1,531,111,111","1,661,481,481","1,725,185,185","1,410,740,741","1,601,481,481","1,867,777,778","2,033,085,185"
28,Antigua and Barbuda,"Agriculture, hunting, forestry, fishing (ISIC A-B)","17,978,728","20,962,963","24,074,074","19,666,667","19,851,852","20,777,778","21,740,741","25,481,481","27,037,037","28,444,444","32,185,185","33,333,333","36,518,519","38,922,222"
